cohort_month,month_number,retained_customers
2022-09,31,2
2022-10,0,92
2022-10,2,1
2022-10,3,1
2022-10,4,2
2022-10,5,7
2022-10,6,2
2022-10,7,3
2022-10,8,2
2022-10,9,2
2022-10,10,6
2022-10,11,6
2022-10,12,4
2022-10,13,3
2022-10,14,3
2022-10,15,3
2022-10,16,1
2022-10,17,4
2022-10,19,2
2022-10,20,1
2022-10,21,3
2022-10,22,3
2022-10,23,3
2022-10,25,3
2022-10,26,2
2022-10,27,1
2022-10,28,2
2022-10,29,2
2022-11,0,99
2022-11,1,1
2022-11,2,5
2022-11,3,1
2022-11,4,6
2022-11,5,3
2022-11,6,2
2022-11,7,5
2022-11,8,6
2022-11,10,4
2022-11,11,3
2022-11,12,2
2022-11,13,3
2022-11,14,2
2022-11,15,4
2022-11,16,2
2022-11,18,6
2022-11,19,4
2022-11,21,2
2022-11,22,3
2022-11,23,3
2022-11,24,4
2022-11,25,4
2022-11,26,5
2022-11,27,3
2022-11,28,4
2022-11,29,2
2022-12,0,80
2022-12,2,3
2022-12,3,2
2022-12,4,2
2022-12,5,1
2022-12,6,3
2022-12,7,1
2022-12,8,3
2022-12,9,7
2022-12,10,3
2022-12,11,2
2022-12,12,2
2022-12,13,1
2022-12,15,1
2022-12,17,2
2022-12,18,2
2022-12,19,2
2022-12,20,2
2022-12,22,2
2022-12,24,3
2022-12,25,1
2022-12,26,3
2022-12,27,3
2022-12,28,2
2023-01,0,99
2023-01,1,2
2023-01,2,1
2023-01,3,2
2023-01,4,4
2023-01,5,4
2023-01,6,5
2023-01,7,2
2023-01,9,4
2023-01,10,2
2023-01,11,1
2023-01,12,1
2023-01,13,3
2023-01,14,3
2023-01,15,3
2023-01,16,2
2023-01,17,1
2023-01,18,2
2023-01,19,4
2023-01,20,2
2023-01,21,4
2023-01,22,4
2023-01,23,5
2023-01,24,2
2023-01,25,3
2023-01,26,1
2023-01,27,1
2023-02,0,94
2023-02,1,2
2023-02,2,5
2023-02,3,4
2023-02,4,3
2023-02,5,1
2023-02,6,4
2023-02,7,5
2023-02,8,2
2023-02,9,3
2023-02,11,2
2023-02,12,2
2023-02,14,1
2023-02,15,2
2023-02,16,1
2023-02,17,1
2023-02,18,2
2023-02,19,2
2023-02,20,3
2023-02,22,2
2023-02,23,1
2023-02,24,3
2023-02,25,3
2023-02,26,1
2023-03,0,82
2023-03,1,1
2023-03,2,3
2023-03,3,3
2023-03,4,1
2023-03,5,3
2023-03,6,2
2023-03,7,2
2023-03,8,2
2023-03,9,4
2023-03,10,1
2023-03,11,3
2023-03,12,2
2023-03,13,1
2023-03,14,3
2023-03,15,1
2023-03,16,1
2023-03,17,1
2023-03,18,1
2023-03,19,2
2023-03,21,1
2023-03,23,1
2023-03,24,3
2023-03,25,2
2023-04,0,85
2023-04,1,3
2023-04,2,2
2023-04,4,4
2023-04,5,2
2023-04,6,2
2023-04,7,2
2023-04,8,3
2023-04,9,2
2023-04,10,1
2023-04,11,3
2023-04,13,3
2023-04,14,3
2023-04,15,2
2023-04,17,1
2023-04,18,4
2023-04,19,3
2023-04,20,3
2023-04,21,1
2023-04,24,1
2023-05,0,83
2023-05,1,2
2023-05,2,1
2023-05,3,1
2023-05,4,2
2023-05,5,4
2023-05,6,4
2023-05,7,2
2023-05,9,2
2023-05,10,2
2023-05,11,1
2023-05,12,4
2023-05,13,4
2023-05,14,3
2023-05,15,1
2023-05,16,3
2023-05,18,3
2023-05,19,1
2023-05,20,5
2023-05,21,2
2023-06,0,64
2023-06,1,1
2023-06,2,4
2023-06,3,2
2023-06,6,1
2023-06,7,2
2023-06,8,1
2023-06,10,1
2023-06,11,2
2023-06,12,3
2023-06,14,2
2023-06,15,3
2023-06,16,4
2023-06,18,2
2023-06,19,1
2023-06,21,1
2023-07,0,97
2023-07,1,2
2023-07,2,2
2023-07,3,1
2023-07,4,1
2023-07,5,3
2023-07,6,2
2023-07,7,2
2023-07,8,1
2023-07,10,2
2023-07,12,2
2023-07,14,3
2023-07,15,3
2023-07,16,1
2023-07,18,2
2023-07,19,1
2023-07,20,1
2023-07,21,2
2023-08,0,81
2023-08,1,4
2023-08,3,2
2023-08,5,3
2023-08,6,1
2023-08,8,4
2023-08,9,2
2023-08,10,2
2023-08,11,2
2023-08,12,1
2023-08,13,2
2023-08,14,1
2023-08,15,2
2023-08,16,2
2023-08,17,2
2023-08,18,4
2023-08,19,2
2023-08,20,1
2023-09,0,69
2023-09,1,1
2023-09,2,1
2023-09,4,3
2023-09,5,2
2023-09,6,3
2023-09,7,4
2023-09,8,2
2023-09,10,1
2023-09,11,3
2023-09,12,4
2023-09,15,3
2023-09,16,2
2023-09,17,3
2023-09,18,1
2023-09,19,1
2023-10,0,93
2023-10,1,1
2023-10,3,4
2023-10,4,5
2023-10,5,5
2023-10,6,2
2023-10,7,3
2023-10,8,2
2023-10,10,1
2023-10,11,1
2023-10,12,1
2023-10,13,2
2023-10,14,2
2023-10,15,3
2023-10,16,1
2023-10,17,2
2023-10,18,1
2023-11,0,63
2023-11,1,2
2023-11,4,1
2023-11,5,3
2023-11,7,1
2023-11,8,2
2023-11,9,3
2023-11,10,1
2023-11,11,3
2023-11,14,5
2023-11,15,2
2023-11,16,2
2023-11,17,1
2023-12,0,73
2023-12,1,1
2023-12,4,1
2023-12,5,4
2023-12,6,3
2023-12,7,3
2023-12,9,1
2023-12,10,3
2023-12,11,4
2023-12,12,3
2023-12,13,3
2023-12,14,2
2023-12,15,2
2023-12,16,2
2024-01,0,82
2024-01,1,2
2024-01,2,3
2024-01,3,3
2024-01,4,1
2024-01,5,4
2024-01,6,2
2024-01,7,4
2024-01,8,4
2024-01,9,1
2024-01,10,1
2024-01,12,1
2024-01,13,1
2024-01,15,2
2024-02,0,56
2024-02,1,1
2024-02,2,1
2024-02,4,2
2024-02,6,3
2024-02,7,2
2024-02,8,4
2024-02,9,1
2024-02,10,2
2024-02,13,1
2024-03,0,73
2024-03,1,2
2024-03,2,4
2024-03,3,1
2024-03,4,1
2024-03,5,2
2024-03,6,2
2024-03,7,3
2024-03,8,2
2024-03,9,3
2024-03,10,4
2024-03,11,1
2024-03,12,2
2024-03,13,1
2024-04,0,49
2024-04,1,1
2024-04,2,1
2024-04,5,1
2024-04,7,1
2024-04,9,3
2024-04,10,2
2024-04,11,1
2024-05,0,70
2024-05,1,1
2024-05,2,1
2024-05,4,3
2024-05,6,2
2024-05,7,3
2024-05,8,1
2024-05,9,2
2024-06,0,54
2024-06,2,2
2024-06,5,1
2024-06,6,4
2024-06,7,2
2024-06,9,3
2024-06,10,1
2024-07,0,58
2024-07,1,1
2024-07,2,6
2024-07,3,2
2024-07,4,2
2024-07,6,3
2024-07,7,3
2024-07,8,1
2024-08,0,56
2024-08,1,3
2024-08,2,1
2024-08,3,1
2024-08,4,2
2024-08,5,2
2024-08,6,3
2024-08,7,3
2024-09,0,59
2024-09,1,2
2024-09,2,1
2024-09,4,1
2024-09,5,1
2024-09,6,1
2024-09,7,2
2024-10,0,58
2024-10,1,1
2024-10,2,2
2024-10,3,1
2024-10,4,1
2024-10,5,1
2024-11,0,50
2024-11,4,2
2024-12,0,50
2024-12,1,1
2024-12,2,2
2024-12,3,1
2024-12,4,1
2025-01,0,49
2025-01,1,1
2025-01,2,1
2025-02,0,39
2025-03,0,58
2025-04,0,39
